Number of antennas,5000
number of divisions in x axis,10
number of divisions in y axis,10
Patch Antenna1001
1,0,0,0,1,0,0,1,1,1
1,0,1,1,0,0,1,0,1,1
1,0,1,1,0,1,1,1,0,1
1,0,0,0,0,0,0,0,0,0
1,1,1,1,0,0,1,0,0,1
0,0,0,0,0,0,1,0,0,1
1,0,1,1,1,1,0,0,0,0
0,0,0,0,0,1,0,1,1,0
1,0,0,1,1,1,0,1,1,1
0,1,1,0,1,0,1,1,1,1
Patch Antenna1002
0,0,0,1,0,1,1,1,0,0
1,0,0,0,0,1,1,1,0,1
0,0,1,0,1,1,1,1,0,1
1,0,1,0,0,0,1,1,1,0
0,1,0,0,0,0,1,1,1,1
0,1,0,0,0,0,0,1,1,0
1,1,0,1,0,1,0,1,0,0
1,0,0,0,1,1,0,1,1,0
0,1,0,0,0,1,0,0,0,1
0,0,0,1,1,0,1,0,0,1
Patch Antenna1003
1,0,1,0,1,1,0,0,1,1
1,0,1,1,0,1,1,0,1,1
1,1,1,1,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,1
0,1,0,1,0,1,0,0,0,1
0,1,1,0,1,0,1,0,0,1
1,0,1,0,1,0,1,1,1,0
1,1,0,1,1,1,0,1,1,1
0,1,0,0,0,1,1,1,0,1
Patch Antenna1004
0,0,0,1,0,0,0,0,0,1
0,0,1,1,0,1,1,1,0,1
0,0,1,1,1,0,0,1,0,1
0,0,0,1,0,0,0,0,1,1
0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,1,1,0,0,1
1,1,0,1,0,0,1,1,1,1
1,0,1,1,1,0,1,1,1,1
1,1,1,0,0,1,1,0,1,1
1,1,0,1,0,0,1,1,1,0
Patch Antenna1005
0,1,0,0,1,1,0,1,1,1
1,1,0,1,1,0,1,1,0,0
1,0,0,1,1,0,1,1,0,1
1,0,0,1,0,0,0,1,0,1
1,1,0,1,1,0,1,1,1,1
0,1,1,1,0,1,0,1,0,0
0,0,1,1,0,0,0,1,1,0
0,1,1,0,0,0,1,1,1,0
0,0,1,1,1,1,0,0,0,1
0,0,1,1,1,1,0,0,0,0
Patch Antenna1006
1,0,1,0,0,1,0,0,0,0
1,0,1,1,0,0,1,1,1,1
